NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N,D6C,D6N
3,Unidade da Federação,45,Pessoas,163484,13,Amazonas,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,113353,13,Amazonas,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,50131,13,Amazonas,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,162327,13,Amazonas,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,111945,13,Amazonas,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,50382,13,Amazonas,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,156731,13,Amazonas,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,106592,13,Amazonas,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,50139,13,Amazonas,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,153251,13,Amazonas,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,105333,13,Amazonas,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,47918,13,Amazonas,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,157215,13,Amazonas,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,112505,13,Amazonas,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,44710,13,Amazonas,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,156582,13,Amazonas,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,115397,13,Amazonas,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,41185,13,Amazonas,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,143936,13,Amazonas,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,106160,13,Amazonas,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,37776,13,Amazonas,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,145268,13,Amazonas,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,112698,13,Amazonas,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,32570,13,Amazonas,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,115335,13,Amazonas,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,86975,13,Amazonas,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,28360,13,Amazonas,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,118057,13,Amazonas,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,93924,13,Amazonas,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,24133,13,Amazonas,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,98418,13,Amazonas,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,73941,13,Amazonas,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,24477,13,Amazonas,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,97301,13,Amazonas,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,77242,13,Amazonas,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,20059,13,Amazonas,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,80482,13,Amazonas,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,62318,13,Amazonas,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,18164,13,Amazonas,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,81086,13,Amazonas,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,65620,13,Amazonas,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,15466,13,Amazonas,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,71589,13,Amazonas,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,53948,13,Amazonas,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,17641,13,Amazonas,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,68865,13,Amazonas,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,54541,13,Amazonas,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,14324,13,Amazonas,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,53825,13,Amazonas,1996,1996,93,População residente,1148,40 a 44 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,40580,13,Amazonas,1996,1996,93,População residente,1148,40 a 44 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,13245,13,Amazonas,1996,1996,93,População residente,1148,40 a 44 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,51800,13,Amazonas,1996,1996,93,População residente,1148,40 a 44 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,41261,13,Amazonas,1996,1996,93,População residente,1148,40 a 44 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,10539,13,Amazonas,1996,1996,93,População residente,1148,40 a 44 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,41946,13,Amazonas,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,30414,13,Amazonas,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,11532,13,Amazonas,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,39055,13,Amazonas,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,30176,13,Amazonas,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,8879,13,Amazonas,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,30417,13,Amazonas,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,21654,13,Amazonas,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,8763,13,Amazonas,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,29003,13,Amazonas,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,22353,13,Amazonas,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,6650,13,Amazonas,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,24707,13,Amazonas,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,17139,13,Amazonas,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,7568,13,Amazonas,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,24209,13,Amazonas,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,18284,13,Amazonas,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,5925,13,Amazonas,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,18521,13,Amazonas,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,12611,13,Amazonas,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,5910,13,Amazonas,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,18116,13,Amazonas,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,14243,13,Amazonas,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,3873,13,Amazonas,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,14669,13,Amazonas,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,10072,13,Amazonas,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,4597,13,Amazonas,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,14368,13,Amazonas,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,11417,13,Amazonas,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,2951,13,Amazonas,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,20782,13,Amazonas,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,15125,13,Amazonas,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,5657,13,Amazonas,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,21582,13,Amazonas,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,17584,13,Amazonas,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,3998,13,Amazonas,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,8052,13,Amazonas,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,5307,13,Amazonas,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,2745,13,Amazonas,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,8300,13,Amazonas,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,5454,13,Amazonas,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,2846,13,Amazonas,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,127378,14,Roraima,1996,1996,93,População residente,0,Total,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,87415,14,Roraima,1996,1996,93,População residente,0,Total,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,39963,14,Roraima,1996,1996,93,População residente,0,Total,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,119753,14,Roraima,1996,1996,93,População residente,0,Total,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,86862,14,Roraima,1996,1996,93,População residente,0,Total,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,32891,14,Roraima,1996,1996,93,População residente,0,Total,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,17548,14,Roraima,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,12010,14,Roraima,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,5538,14,Roraima,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,17145,14,Roraima,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,11658,14,Roraima,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,5487,14,Roraima,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,16066,14,Roraima,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,10657,14,Roraima,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,5409,14,Roraima,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,15534,14,Roraima,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,10330,14,Roraima,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,5204,14,Roraima,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,15955,14,Roraima,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,10830,14,Roraima,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,5125,14,Roraima,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,15708,14,Roraima,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,11094,14,Roraima,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,4614,14,Roraima,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,13990,14,Roraima,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,9807,14,Roraima,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,4183,14,Roraima,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,14117,14,Roraima,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,10671,14,Roraima,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,3446,14,Roraima,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,11970,14,Roraima,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,8719,14,Roraima,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,3251,14,Roraima,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,11642,14,Roraima,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,9014,14,Roraima,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,2628,14,Roraima,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,10827,14,Roraima,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,7666,14,Roraima,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,3161,14,Roraima,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,10128,14,Roraima,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,7761,14,Roraima,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,2367,14,Roraima,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,9741,14,Roraima,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,7077,14,Roraima,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,2664,14,Roraima,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,9053,14,Roraima,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,7067,14,Roraima,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,1986,14,Roraima,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,8115,14,Roraima,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,5632,14,Roraima,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,2483,14,Roraima,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,7323,14,Roraima,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,5537,14,Roraima,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,1786,14,Roraima,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,6510,14,Roraima,1996,1996,93,População residente,1148,40 a 44 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,4487,14,Roraima,1996,1996,93,População residente,1148,40 a 44 anos,4,Homens,1,Urbana
